car_id,make,model,year,mileage,fuel_type,transmission,engine_power,body_type,price
900471111,Škoda,Superb,2010,210264,Diesel,M,125,S,160000
900490688,Škoda,Superb,2010,293583,Diesel,A,125,S,120000
900483570,Škoda,Octavia,2018,156039,Diesel,A,135,C,350000
900465383,Škoda,Superb,2018,144217,Diesel,A,110,S,380000
900498736,Škoda,Kodiaq,2022,167236,Diesel,A,110,SUV,580000
900484377,Škoda,Octavia Scout,2015,273247,Diesel,A,135,C,200000
900475752,Škoda,Kodiaq,2020,82285,Diesel,A,140,SUV,700000
900470146,Citroen,Jumper,2017,160278,Diesel,M,96,B,290000
900493234,Audi,A5,2007,305258,Diesel,M,176,CPE,130000
900494208,Mercedes-Benz,E,2014,120006,Diesel,A,125,S,360000
900482990,Škoda,Kodiaq,2022,180761,Diesel,A,147,SUV,710000
900498449,Škoda,Karoq,2020,121285,Diesel,A,110,SUV,620000
900484380,Volkswagen,Passat,2016,158284,Diesel,A,140,C,380000
900486595,Škoda,Octavia,2019,186612,Diesel,A,85,C,330000
900483984,Škoda,Octavia,2020,150402,Benzín,M,110,C,420000
900495607,Tesla,Model 3,2019,117366,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,239,S,530000
900495973,Tesla,Model 3,2020,72945,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,366,S,700000
900495134,BMW,4 Gran Coupe,2015,151630,Diesel,A,140,S,400000
900485821,Land Rover,Discovery,2014,189001,Diesel,A,188,SUV,410000
900495091,Lexus,NX,2017,196277,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,145,SUV,500000
900481376,Opel,Zafira,2015,116359,Diesel,A,96,MPV,200000
900489837,Volvo,XC90,2016,232385,Diesel,A,173,SUV,480000
900458459,Mercedes-Benz,GLE,2016,204306,Diesel,A,190,SUV,615000
900433382,Volvo,V90,2017,132145,Diesel,A,173,C,580000
900488201,Mitsubishi,ASX,2012,156719,Benzín,M,86,SUV,115000
900497631,Volkswagen,Passat CC,2008,278644,Benzín,A,220,S,150000
900494687,Hyundai,i10,2009,75762,Benzín,A,49,H,95000
900477103,Mazda,CX-5,2012,184870,Diesel,A,110,SUV,180000
900484752,Ford,Mondeo,2014,178180,Diesel,A,120,H,160000
900491229,Volkswagen,Amarok,2011,270006,Diesel,M,120,OFF,190000
900490556,Škoda,Yeti,2012,261268,Diesel,M,81,SUV,110000
900485343,Volkswagen,Golf Plus,2007,189696,Benzín,M,103,MPV,70000
900494884,Suzuki,Grand Vitara,2006,212461,Diesel,M,95,SUV,90000
900473098,Peugeot,Expert,2021,79017,Diesel,M,106,B,580000
900492540,Citroen,C4,2011,128929,Benzín,M,88,H,110000
900497608,Škoda,Fabia,2005,270338,Diesel,M,96,H,110000
900500481,Škoda,Rapid Spaceback,2014,75235,Benzín,M,63,H,190000
900475684,Škoda,Octavia,2013,116883,Benzín,M,63,H,170000
900480094,Volkswagen,Golf,2015,132825,Diesel,M,81,C,215000
900502125,Ford,Focus,2016,133866,Diesel,M,88,C,200000
900482585,Mercedes-Benz,E,2010,211556,Benzín,A,215,CPE,230000
900448618,Citroen,C4 SpaceTourer,2019,102846,Diesel,M,96,MPV,300000
900472518,Cupra,Leon,2023,22587,Benzín,A,110,C,640000
900476442,Bentley,Continental,2006,90880,Benzín,A,412,S,760000
900499164,Alfa Romeo,Tonale,2022,10788,Benzín,A,96,SUV,750000
900432831,Hyundai,Tucson,2018,98844,Diesel,A,136,SUV,400000
900490269,Škoda,Kodiaq,2022,37253,Benzín,A,180,SUV,1000000
900497232,Škoda,Superb,2014,192314,Diesel,M,103,C,250000
900506916,Audi,A6,2013,153466,Diesel,A,150,S,380000
900492857,Audi,A6,2011,200136,Diesel,A,180,S,270000
900494902,Škoda,Octavia,2015,203383,Diesel,A,135,C,260000
900498554,Škoda,Kodiaq,2020,153978,Benzín,A,110,SUV,500000
900498370,Škoda,Kodiaq,2019,277998,Diesel,A,176,SUV,550000
900479162,Škoda,Superb,2018,167236,Diesel,M,110,S,310000
900478742,Škoda,Superb,2016,287167,Diesel,M,140,C,250000
900498565,Škoda,Superb,2019,215095,Benzín,A,200,C,470000
900501885,Toyota,RAV4,2020,121698,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,160,SUV,610000
900499133,Toyota,RAV4,2021,109764,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,163,SUV,730000
900504922,Škoda,Kodiaq,2023,48448,Diesel,A,147,SUV,970000
900502081,Škoda,Superb,2017,246893,Diesel,M,110,S,290000
900487804,Volkswagen,Passat,2019,114722,Benzín,A,140,S,450000
900500525,Hyundai,Tucson,2021,49928,Benzín,M,110,SUV,560000
900497345,Škoda,Kodiaq,2018,171945,Diesel,A,110,SUV,500000
900492064,BMW,X5,2012,187959,Diesel,A,180,SUV,310000
900493193,Škoda,Superb,2020,141623,Diesel,A,140,S,600000
900471584,Škoda,Kodiaq,2017,212531,Diesel,A,140,SUV,460000
900502141,Škoda,Kodiaq,2020,215005,Diesel,A,147,SUV,600000
900503493,Škoda,Superb,2016,192766,Diesel,A,110,C,310000
900505262,Škoda,Superb,2016,143570,Diesel,A,140,S,390000
900492659,Škoda,Kodiaq,2020,146794,Benzín,A,110,SUV,520000
900505660,Škoda,Superb,2020,167741,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,160,C,490000
900505365,Škoda,Kodiaq,2019,94485,Diesel,A,176,SUV,790000
900495394,Škoda,Octavia Scout,2015,147423,Diesel,A,135,C,280000
900506869,Škoda,Octavia Scout,2015,283408,Diesel,A,135,C,230000
900479119,Škoda,Kodiaq,2021,136157,Diesel,A,110,SUV,580000
900502519,Volkswagen,Passat,2016,187124,Diesel,A,140,S,310000
900486228,Škoda,Superb,2014,305424,Diesel,A,125,S,220000
900506046,Škoda,Octavia,2015,216663,Diesel,M,135,C,240000
900486736,Škoda,Octavia,2014,195795,Diesel,M,135,C,250000
900499890,Škoda,Kodiaq,2022,170846,Diesel,A,110,SUV,590000
900500679,Hyundai,Tucson,2015,197381,Diesel,M,136,SUV,340000
900481808,Škoda,Superb,2017,192088,Benzín,A,162,C,360000
900494920,Volkswagen,Passat,2020,138986,Diesel,A,140,C,520000
900480558,Audi,A6,2019,66325,Diesel,A,170,C,780000
1010011300,Škoda,Superb,2012,227862,Diesel,A,125,C,210000
900492654,Volkswagen,Passat,2019,206524,Diesel,A,110,C,370000
900496352,Volkswagen,Passat,2018,134294,Diesel,M,110,C,390000
900494871,Hyundai,Tucson,2015,142808,Diesel,A,136,SUV,340000
900506074,Škoda,Superb,2016,372492,Diesel,M,110,C,230000
300144936,Škoda,Octavia,2018,123599,Diesel,A,110,C,383000
900494265,Volkswagen,Passat,2018,131789,Diesel,A,140,C,450000
900480646,Audi,A4,2016,170092,Diesel,M,110,C,320000
900492314,Kia,Sportage,2016,104273,Benzín,A,130,SUV,380000
900497020,Škoda,Octavia,2019,41489,Benzín,A,180,H,580000
900499558,Volkswagen,Tiguan,2018,109592,Diesel,M,110,SUV,430000
900488859,Audi,A4,2016,209940,Diesel,M,110,C,280000
900496425,Škoda,Octavia,2021,131305,Diesel,A,85,H,420000
900477966,Kia,Sportage,2016,116542,Diesel,M,85,SUV,270000
500036587,Toyota,RAV4,2020,74666,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,160,SUV,770000
900489078,Hyundai,Tucson,2016,169245,Diesel,M,85,SUV,300000
900507832,Škoda,Kodiaq,2022,38838,Benzín,A,180,SUV,1000000
900498836,Škoda,Karoq,2021,75833,Diesel,A,110,SUV,620000
900502377,Škoda,Octavia,2020,127401,Benzín,M,110,C,320000
900499309,Škoda,Kodiaq,2023,31041,Diesel,A,110,SUV,850000
900495797,Ford,Focus,2019,122631,Diesel,M,110,C,330000
900505432,Toyota,RAV4,2020,41665,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,160,SUV,800000
900503843,Škoda,Yeti,2010,178502,Diesel,M,81,SUV,140000
900502746,Škoda,Octavia,2014,311418,Diesel,M,110,C,170000
900489380,Škoda,Octavia,2018,121921,Diesel,M,85,H,270000
700144781,Škoda,Kodiaq,2024,10128,Diesel,A,110,SUV,924000
900490946,Škoda,Kodiaq,2016,221526,Diesel,A,140,SUV,440000
900483029,Škoda,Kodiaq,2018,175673,Diesel,A,110,SUV,480000
900486975,Škoda,Superb,2018,187874,Diesel,A,110,C,350000
900500978,Škoda,Kodiaq,2020,183775,Diesel,A,176,SUV,690000
900507139,BMW,X5,2016,175587,Diesel,A,190,SUV,550000
900505586,BMW,X5,2016,200816,Diesel,A,230,SUV,590000
900503268,Škoda,Kodiaq,2018,245375,Diesel,A,140,SUV,470000
900503467,Škoda,Superb,2020,163301,Diesel,A,140,C,480000
1010011185,Škoda,Octavia Scout,2016,187306,Diesel,A,135,C,290000
1010010640,Audi,A6,2014,130780,Diesel,A,230,C,390000
900478489,Škoda,Kodiaq,2020,189969,Diesel,A,110,SUV,500000
900504432,Škoda,Superb,2016,199286,Diesel,A,140,C,390000
900494981,Škoda,Kodiaq,2020,179349,Diesel,A,110,SUV,560000
900507347,Škoda,Kodiaq,2019,181239,Diesel,A,140,SUV,640000
900497837,Škoda,Kodiaq,2018,132001,Diesel,A,110,SUV,600000
900503393,Škoda,Kodiaq,2016,101886,Diesel,A,140,SUV,600000
900505059,Škoda,Superb,2018,186177,Diesel,M,110,S,400000
900503913,Škoda,Superb,2017,196534,Diesel,A,140,C,380000
900498878,Audi,A6,2018,192738,Diesel,A,240,C,650000
900477015,Škoda,Kodiaq,2020,146892,Diesel,A,110,SUV,520000
900499152,Škoda,Kodiaq,2021,150075,Diesel,A,147,SUV,700000
900499348,Škoda,Octavia,2017,145510,Diesel,A,135,H,400000
900493574,Škoda,Kodiaq,2019,91295,Diesel,A,176,SUV,760000
900505496,Škoda,Octavia,2013,171921,Diesel,M,135,C,290000
900505207,Škoda,Superb,2016,171421,Diesel,M,110,C,340000
900491643,Škoda,Superb,2017,129954,Diesel,M,140,S,370000
900458694,Škoda,Kodiaq,2021,242173,Diesel,A,110,SUV,480000
900430887,Škoda,Superb,2016,123418,Diesel,A,140,C,395000
900506341,Škoda,Superb,2016,208747,Diesel,A,110,S,300000
900476032,Škoda,Superb,2020,155065,Diesel,M,110,C,420000
900497901,Škoda,Kodiaq,2020,171722,Benzín,A,110,SUV,550000
900502218,Audi,A6,2017,317861,Diesel,A,160,C,300000
900495971,Škoda,Kodiaq,2020,136960,Benzín,A,110,SUV,620000
900490988,Škoda,Kodiaq,2019,143894,Diesel,A,176,SUV,740000
900502479,Škoda,Kodiaq,2019,126317,Diesel,M,110,SUV,500000
900500452,Škoda,Kodiaq,2020,163738,Benzín,M,110,SUV,460000
900488843,Škoda,Superb,2019,180459,Diesel,M,110,C,330000
900487656,Škoda,Superb,2014,221047,Diesel,A,125,C,230000
900502276,Škoda,Kodiaq,2020,86530,Diesel,A,176,SUV,800000
900500658,Volkswagen,Passat,2018,191995,Diesel,A,140,S,400000
900499423,Škoda,Superb,2020,111611,Diesel,M,110,S,440000
900499601,Škoda,Superb,2017,97690,Diesel,A,140,C,480000
900474860,Škoda,Kodiaq,2019,106451,Diesel,A,110,SUV,590000
900502619,Škoda,Superb,2018,288420,Benzín,A,206,S,360000
900496463,Škoda,Kodiaq,2021,60541,Benzín,A,180,SUV,990000
900507465,Škoda,Superb,2017,131631,Benzín,A,206,S,460000
900501427,Škoda,Superb,2019,104620,Diesel,A,140,C,630000
900488564,BMW,X5,2013,215883,Diesel,A,190,SUV,410000
900502432,Škoda,Superb,2019,118690,Diesel,A,140,C,580000
900498930,Škoda,Octavia,2015,206240,Diesel,M,135,C,240000
900489705,Škoda,Octavia,2021,162038,Benzín,A,180,C,550000
900491316,Škoda,Superb,2021,147640,Benzín,A,110,C,450000
900497747,Škoda,Kodiaq,2019,143064,Benzín,M,110,SUV,500000
900506328,Škoda,Superb,2016,111972,Diesel,A,140,C,420000
900495541,Volkswagen,Tiguan,2015,109245,Diesel,A,103,SUV,350000
900491107,Volkswagen,Passat,2016,155515,Diesel,A,140,C,370000
900489444,Škoda,Octavia,2018,197596,Benzín,A,132,C,290000
900506037,Škoda,Kodiaq,2019,141882,Benzín,A,140,SUV,670000
900491345,Volkswagen,Passat,2019,185310,Diesel,A,140,C,430000
900486124,Volkswagen,Passat,2015,208671,Diesel,A,140,C,320000
900494366,Škoda,Superb,2016,207687,Diesel,M,88,S,260000
900504890,Škoda,Kodiaq,2022,113058,Diesel,A,110,SUV,740000
900505321,Volkswagen,Passat,2017,192050,Diesel,A,176,C,400000
900491822,Škoda,Superb,2020,117847,Benzín,M,110,C,470000
900507524,Škoda,Kodiaq,2022,56012,Benzín,A,180,SUV,1030000
900496552,Audi,A4,2018,195887,Diesel,A,110,C,360000
900506651,Audi,A6,2015,163119,Diesel,M,140,S,330000
900495362,Volkswagen,Passat,2020,193229,Diesel,A,140,C,490000
900476165,Hyundai,Tucson,2019,95442,Benzín,A,130,SUV,440000
900492156,Volkswagen,Passat,2016,123159,Diesel,A,176,C,420000
900495757,Škoda,Karoq,2021,114498,Diesel,A,140,SUV,550000
900501998,Volkswagen,Passat,2019,143375,Diesel,A,140,C,500000
900502834,Hyundai,Tucson,2017,172356,Diesel,M,100,SUV,360000
900487663,Volkswagen,Passat,2018,107527,Diesel,A,176,C,460000
900503786,Škoda,Octavia,2018,192480,Diesel,A,110,C,310000
900501598,Volkswagen,Passat,2015,192901,Diesel,A,140,C,320000
900505458,Škoda,Superb,2013,193211,Diesel,A,125,C,230000
900499685,Volkswagen,Passat,2020,123814,Diesel,A,110,C,490000
900507211,Škoda,Kodiaq,2020,54027,Benzín,A,110,SUV,590000
900506909,Škoda,Superb,2018,143555,Benzín,A,206,C,540000
900484717,Hyundai,Tucson,2020,72687,Diesel,A,100,SUV,450000
900491117,Volkswagen,Passat,2018,133094,Diesel,A,140,C,420000
900484582,Kia,Sportage,2016,126885,Benzín,M,97,SUV,315000
900488067,Kia,Sportage,2013,102447,Benzín,A,120,SUV,270000
900481654,Audi,A6,2018,126973,Benzín,A,250,S,660000
900500022,Škoda,Octavia,2014,220609,Benzín,M,162,C,270000
900504603,Škoda,Karoq,2020,77970,Diesel,A,85,SUV,500000
900500111,Volkswagen,Passat,2015,173531,Diesel,A,140,C,360000
900507026,Hyundai,Tucson,2020,87524,Diesel,M,85,SUV,410000
900502330,Škoda,Octavia,2020,155029,Benzín,M,110,C,440000
900497373,Škoda,Kodiaq,2020,56380,Diesel,A,147,SUV,800000
900499952,Škoda,Octavia,2020,107711,Benzín,M,110,C,420000
900494946,Toyota,RAV4,2018,165968,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,145,SUV,450000
900500096,Audi,A4,2017,223871,Diesel,A,110,C,340000
900489931,Volkswagen,Passat,2020,183094,Diesel,A,110,C,460000
900501256,Audi,A4,2019,159956,Diesel,A,110,C,430000
900506881,Volkswagen,Tiguan,2013,117598,Diesel,M,81,SUV,310000
900506263,Hyundai,Tucson,2017,94390,Benzín,M,130,SUV,390000
900506053,Volkswagen,Tiguan,2019,213394,Diesel,M,110,SUV,420000
900488394,Kia,Sportage,2013,117110,Benzín,M,99,SUV,220000
900501309,Škoda,Octavia,2020,120454,Diesel,A,110,C,420000
900500264,Škoda,Superb,2015,166785,Diesel,M,103,S,240000
900503401,Škoda,Superb,2013,250765,Diesel,M,103,C,220000
900505663,Škoda,Octavia,2021,69130,Benzín,A,180,H,660000
900497575,Škoda,Karoq,2020,115013,Benzín,A,110,SUV,570000
900503484,Hyundai,Tucson,2020,70476,Benzín,M,130,SUV,440000
900501022,Škoda,Superb,2015,297197,Diesel,M,77,C,170000
900493050,Ford,Mondeo,2015,121630,Diesel,A,132,C,320000
900492831,Škoda,Octavia,2019,164382,Benzín,A,110,C,380000
900496461,Škoda,Superb,2013,185514,Diesel,M,103,S,230000
900486035,Hyundai,Tucson,2020,203040,Diesel,A,136,SUV,390000
900503764,Hyundai,Tucson,2017,169165,Diesel,M,100,SUV,340000
900490851,Škoda,Kodiaq,2022,41658,Benzín,A,180,SUV,1000000
900502752,Kia,Sportage,2014,64812,Benzín,M,99,SUV,280000
900492516,Volkswagen,Passat,2018,194977,Diesel,A,110,S,330000
900490168,Škoda,Octavia,2020,90898,Benzín,M,110,C,470000
900499345,Dacia,Duster,2019,119220,Benzín,M,84,SUV,300000
900479960,Kia,Sportage,2020,110298,Diesel,A,100,SUV,450000
900503392,Kia,Sportage,2016,177824,Diesel,M,85,SUV,230000
900503047,Škoda,Karoq,2020,168946,Diesel,A,140,SUV,500000
900497636,Škoda,Octavia,2013,207758,Diesel,A,110,H,220000
1010011075,Volkswagen,Tiguan,2021,145672,Diesel,A,110,SUV,580000
900480198,Hyundai,Tucson,2019,57575,Benzín,A,130,SUV,510000
900491522,Škoda,Superb,2017,289878,Diesel,A,110,C,270000
900504892,Toyota,RAV4,2020,97619,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,163,SUV,640000
900502319,Kia,Sportage,2023,90809,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Benzín + Mild-Hybrid,A,132,SUV,590000
900496572,Toyota,RAV4,2014,168025,Diesel,A,110,SUV,300000
900505348,Dacia,Duster,2022,125247,LPG,M,67,SUV,300000
900475603,Škoda,Octavia,2020,141575,Diesel,A,110,C,410000
900507356,Škoda,Superb,2015,251400,Diesel,M,88,S,200000
900492293,Škoda,Octavia,2018,139515,Diesel,A,110,H,310000
900499606,Hyundai,Tucson,2019,116605,Diesel,M,100,SUV,400000
900472428,Škoda,Superb,2010,240041,Diesel,M,103,C,150000
900492569,Škoda,Kodiaq,2021,48310,Diesel,A,147,SUV,830000
900490129,Škoda,Superb,2012,205580,Diesel,A,103,C,160000
900507693,Škoda,Octavia,2015,202993,Diesel,A,110,C,230000
900496592,Škoda,Karoq,2018,136936,Benzín,A,110,SUV,460000
900496388,Volkswagen,Passat,2020,156745,Diesel,A,88,C,380000
900501956,Škoda,Superb,2022,58224,Diesel,A,110,S,700000
900499947,Toyota,RAV4,2020,70178,Benzín,A,129,SUV,650000
900494791,Hyundai,Tucson,2017,160885,Diesel,M,85,SUV,330000
900505804,Škoda,Karoq,2017,132234,Diesel,A,110,SUV,460000
900500255,Hyundai,Tucson,2017,164156,Diesel,M,85,SUV,330000
900504927,Škoda,Karoq,2018,164304,Diesel,M,85,SUV,370000
900495721,Škoda,Octavia,2021,97190,Diesel,M,85,C,420000
900496796,Volkswagen,Passat,2018,91461,Diesel,M,110,S,400000
900501344,Audi,A4,2017,107640,Diesel,M,110,C,360000
900494194,Volkswagen,Passat,2016,234512,Diesel,A,110,C,280000
900500158,Škoda,Karoq,2019,99262,Diesel,A,85,SUV,470000
900493675,Škoda,Octavia,2020,48255,Diesel,A,147,H,690000
900489905,Škoda,Karoq,2021,63387,Benzín,M,110,SUV,520000
900465423,Volkswagen,Passat,2020,218999,Diesel,A,140,C,350000
900404350,Škoda,Kodiaq,2023,29153,Diesel,A,147,SUV,1050000
900493772,Škoda,Octavia,2015,277192,Diesel,A,110,C,180000
900493534,Škoda,Superb,2013,202175,Diesel,M,77,C,180000
900498303,Škoda,Karoq,2022,137356,Diesel,M,85,SUV,500000
900464422,Škoda,Superb,2013,223739,Diesel,M,103,C,170000
900402358,Škoda,Kodiaq,2023,24960,Diesel,A,147,SUV,1080000
900483776,Škoda,Superb,2009,267842,Benzín,A,191,S,145000
900502431,Hyundai,Tucson,2023,71222,Benzín,M,110,SUV,490000
900496900,Volkswagen,Passat,2016,178118,Diesel,A,88,C,300000
900477895,Volkswagen,Passat,2021,124335,Diesel,A,110,C,440000
900494549,Škoda,Superb,2010,207123,Diesel,M,125,C,190000
900507839,Dacia,Duster,2020,119489,LPG,M,74,SUV,280000
900499840,Škoda,Octavia,2019,116360,Diesel,M,85,C,310000
900505286,Škoda,Karoq,2020,179272,Diesel,A,85,SUV,420000
900491607,Volkswagen,Tiguan Allspace,2020,158176,Diesel,A,110,SUV,490000
900486330,Kia,Sportage,2016,212404,Diesel,M,85,SUV,220000
900506142,Škoda,Octavia,2020,121998,Benzín,M,110,H,340000
900496609,Dacia,Duster,2022,59097,LPG,M,67,SUV,370000
900507039,Nissan,Qashqai,2018,47692,Benzín,M,85,SUV,380000
900495368,Ford,Mondeo,2020,112955,Diesel,A,110,C,360000
900488915,Škoda,Superb,2013,192906,Diesel,M,77,C,200000
900493353,Škoda,Octavia,2019,145287,Benzín,M,85,H,290000
900497040,Škoda,Octavia,2022,171841,Diesel,A,110,C,450000
900491196,Škoda,Octavia,2019,220382,Diesel,A,110,C,280000
900492172,Volkswagen,Passat,2020,172902,Diesel,A,110,C,390000
900499069,Škoda,Superb,2023,56025,Diesel,A,110,S,780000
900500457,Volkswagen,Tiguan Allspace,2021,116204,Diesel,A,147,SUV,720000
900499291,Škoda,Octavia,2019,186375,Diesel,M,85,C,270000
900501487,Škoda,Octavia,2015,205082,Diesel,M,110,C,230000
900492834,Škoda,Octavia,2022,195166,Diesel,A,110,C,410000
900503789,Škoda,Yeti,2014,215030,Diesel,M,125,SUV,260000
900488445,Škoda,Karoq,2022,68439,Diesel,A,85,SUV,580000
900499290,Škoda,Superb,2021,42073,Diesel,A,90,S,530000
900502202,Volkswagen,Golf,2019,128396,Diesel,A,110,C,425000
900497024,Škoda,Octavia,2020,170940,Diesel,M,110,C,330000
900502575,BMW,4,2014,142081,Diesel,A,135,CPE,420000
900504546,Land Rover,Range Rover Evoque,2016,190193,Diesel,A,132,SUV,360000
900452865,Ford,Transit,2015,196358,Diesel,M,114,V,270000
900496747,Tesla,Model 3,2019,117276,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,324,S,570000
900503818,Hyundai,i30 Fastback,2020,115903,Diesel,A,100,H,310000
900498389,Volvo,XC60,2023,19267,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Diesel + Mild-Hybrid,A,145,SUV,1000000
900474056,BMW,i3,2021,60560,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,125,H,450000
900504143,Volvo,XC90,2016,203413,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,298,SUV,630000
900502822,Audi,Q7,2016,218052,Diesel,A,160,SUV,530000
900498073,Mercedes-Benz,GLB,2020,98072,Diesel,A,110,SUV,820000
700168029,Peugeot,3008,2020,59273,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,165,SUV,452000
900485146,Mercedes-Benz,S,2005,110125,LPG,A,285,S,270000
900450361,Volkswagen,Sharan,2016,103677,Diesel,A,135,MPV,440000
300144526,Audi,A5,2018,97732,Diesel,A,140,CPE,609000
900481094,Volkswagen,Touareg,2011,115356,Diesel,A,150,SUV,380000
900495670,Mazda,6,2015,212955,Diesel,M,110,C,180000
900486820,Mercedes-Benz,GL,2015,185771,Diesel,A,190,SUV,660000
900497859,Cupra,Formentor,2023,22436,Benzín,A,110,SUV,670000
900507663,Audi,A5,2018,111154,Diesel,A,140,S,560000
900497126,Mercedes-Benz,GLC,2016,208044,Diesel,A,125,SUV,520000
900469335,Renault,Grand Scenic,2017,81081,Diesel,A,118,MPV,360000
900507012,Mazda,CX-3,2021,29033,Benzín,M,89,SUV,320000
900443668,Volkswagen,Multivan,2017,169448,Diesel,A,150,B,630000
300151547,Audi,A5,2019,98523,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Benzín + Mild-Hybrid,A,180,CPE,782000
900498677,Land Rover,Discovery,2020,72446,Diesel,A,225,SUV,900000
900500024,Volvo,XC90,2021,165920,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Diesel (MHEV),A,173,SUV,880000
900507731,Volkswagen,Arteon,2018,122523,Diesel,A,176,S,580000
900499611,Mercedes-Benz,ML,2013,200600,Diesel,A,190,SUV,440000
900505996,BMW,5,2014,233746,Diesel,A,190,C,290000
900501428,Ford,Transit,2020,92025,Diesel,M,96,V,480000
900502090,Land Rover,Range Rover Sport,2018,157889,Diesel,A,190,SUV,665000
900505705,Kia,Sorento,2015,145250,Diesel,A,147,SUV,420000
900503689,Mercedes-Benz,CLA,2021,81028,Diesel,A,110,S,700000
900506269,MG,ZS SUV,2024,4464,Benzín,M,78,SUV,430000
900497234,BMW,X1,2014,131072,Diesel,A,135,SUV,300000
900504384,Mercedes-Benz,CLA,2019,100672,Diesel,A,140,C,670000
900492818,Hyundai,Kona,2019,119403,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,SUV,450000
900463951,Citroen,Jumpy,2018,172985,Diesel,M,110,B,280000
900464279,Mazda,CX-5,2019,88007,Benzín,M,121,SUV,450000
900497628,Volvo,XC60,2013,137060,Diesel,M,100,SUV,300000
900499801,Seat,Alhambra,2015,216334,Diesel,A,110,MPV,250000
900504189,Chevrolet,Orlando,2011,189637,Benzín,M,104,MPV,90000
900505057,Renault,Trafic,2017,103395,Diesel,M,107,B,460000
900505901,Renault,Espace,2018,109789,Diesel,A,118,MPV,380000
900496161,Ford,S-Max,2017,335993,Diesel,M,110,MPV,200000
900499847,Volvo,XC60,2023,12508,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Diesel + Mild-Hybrid,A,145,SUV,1080000
900497333,Škoda,Scala,2021,80253,Benzín,M,70,H,320000
900491770,Mazda,6,2014,161836,Benzín,A,141,S,270000
